;SUBJECT_ID;;IP;;;;QUESTION_ID;IMAGE_ID;GT_ANSWER;MODEL;COLOR_COND;GT_CONFORM;DATASET;EXP_LIST;;ANSW_CORRECT;SHAPES;COLORS;MATERIALS;GEN_SCENE;COMPETENT;
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131108;data;"<id:	QUESTION_ID	130994	";"	IMAGE_ID	13100	";"	GT_ANSWER	cube	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131108;data;"<id:	QUESTION_ID	538054001	";"	IMAGE_ID	538054	";"	GT_ANSWER	banana	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714131122;data;"<id:	QUESTION_ID	14796	";"	IMAGE_ID	14796	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;4;5;Next
id;d62dovg3343nqa0h69drlcufg5;ip;2.137.128.180;time;1714131132;data;"<id:	QUESTION_ID	14984	";"	IMAGE_ID	14984	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;4;4;4;4;4;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131137;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714131156;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131158;data;"<id:	QUESTION_ID	117935	";"	IMAGE_ID	11794	";"	GT_ANSWER	0	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131165;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714131194;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131205;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714131212;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;3;1;0;2;2;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131226;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714131236;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;3;2;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131246;data;"<id:	QUESTION_ID	571034002	";"	IMAGE_ID	571034	";"	GT_ANSWER	cows	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131263;data;"<id:	QUESTION_ID	118385	";"	IMAGE_ID	11839	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714131284;data;"<id:	QUESTION_ID	117935	";"	IMAGE_ID	11794	";"	GT_ANSWER	0	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;4;4;4;4;4;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131284;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131301;data;"<id:	QUESTION_ID	554255000	";"	IMAGE_ID	554255	";"	GT_ANSWER	summer	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714131304;data;"<id:	QUESTION_ID	14896	";"	IMAGE_ID	14896	";"	GT_ANSWER	0	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;4;5;5;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131318;data;"<id:	QUESTION_ID	298151003	";"	IMAGE_ID	298151	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714131320;data;"<id:	QUESTION_ID	385757002	";"	IMAGE_ID	385757	";"	GT_ANSWER	fall	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;5;4;5;5;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131337;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131356;data;"<id:	QUESTION_ID	364642005	";"	IMAGE_ID	364642	";"	GT_ANSWER	mozzarella	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;4;4;4;4;4;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131367;data;"<id:	QUESTION_ID	131092	";"	IMAGE_ID	13110	";"	GT_ANSWER	large	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714131374;data;"<id:	QUESTION_ID	364642005	";"	IMAGE_ID	364642	";"	GT_ANSWER	mozzarella	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;3;4;4;4;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131382;data;"<id:	QUESTION_ID	385757002	";"	IMAGE_ID	385757	";"	GT_ANSWER	fall	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.65.61;time;1714131427;data;"<id:	QUESTION_ID	240102002	";"	IMAGE_ID	240102	";"	GT_ANSWER	frisbee	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131513;data;"<id:	QUESTION_ID	118385	";"	IMAGE_ID	11839	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.65.61;time;1714131547;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131610;data;"<id:	QUESTION_ID	51181002	";"	IMAGE_ID	51181	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131626;data;"<id:	QUESTION_ID	554255000	";"	IMAGE_ID	554255	";"	GT_ANSWER	summer	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131677;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.65.61;time;1714131703;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131729;data;"<id:	QUESTION_ID	131092	";"	IMAGE_ID	13110	";"	GT_ANSWER	large	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.65.61;time;1714131754;data;"<id:	QUESTION_ID	499400002	";"	IMAGE_ID	499400	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;1;1;1;1;1;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.65.61;time;1714131824;data;"<id:	QUESTION_ID	117935	";"	IMAGE_ID	11794	";"	GT_ANSWER	0	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.65.61;time;1714131885;data;"<id:	QUESTION_ID	571034002	";"	IMAGE_ID	571034	";"	GT_ANSWER	cows	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714132996;data;I want to participate;;;;;;;;;;;;;;;
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133007;data;62e291e6b76e15b147084384;31;male;native;Next;;;;;;;;;;;
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133046;data;Yes;;;;;;;;;;;;;;;
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133070;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;4;3;3;4;4;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133072;data;Next;;;;;;;;;;;;;;;
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133116;data;"<id:	QUESTION_ID	14796	";"	IMAGE_ID	14796	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;3;4;4;4;4;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133139;data;"<id:	QUESTION_ID	131141	";"	IMAGE_ID	13115	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;4;5;4;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133173;data;"<id:	QUESTION_ID	118385	";"	IMAGE_ID	11839	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;3;1;3;1;2;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133188;data;"<id:	QUESTION_ID	130793	";"	IMAGE_ID	13080	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;4;4;3;4;4;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133213;data;"<id:	QUESTION_ID	130994	";"	IMAGE_ID	13100	";"	GT_ANSWER	cube	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;1;2;3;2;1;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133275;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;yes;3;3;3;4;4;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133291;data;"<id:	QUESTION_ID	538054001	";"	IMAGE_ID	538054	";"	GT_ANSWER	banana	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;no;2;3;1;2;2;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133309;data;"<id:	QUESTION_ID	526425003	";"	IMAGE_ID	526425	";"	GT_ANSWER	german shepherd	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;0;5;4;4;4;4;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133344;data;"<id:	QUESTION_ID	14987	";"	IMAGE_ID	14987	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;4;4;4;Next
id;r9bpk573btqqv4dp1b883qlcbc;ip;185.240.196.44;time;1714133349;data;I want to participate;;;;;;;;;;;;;;;
id;phn1thv2elkgpdh8s4emdidaf3;ip;1.145.108.109;time;1714133359;data;I want to participate;;;;;;;;;;;;;;;
id;r9bpk573btqqv4dp1b883qlcbc;ip;185.240.196.44;time;1714133361;data;5e8fc56be9fe622b8bd9069b;23;female;native;Next;;;;;;;;;;;
id;phn1thv2elkgpdh8s4emdidaf3;ip;1.145.108.109;time;1714133372;data;65391d8a5a2723f92006e284;56;female;native;Next;;;;;;;;;;;
id;qda5udhrgphs05s4o1747k5e4n;ip;92.9.35.98;time;1714133374;data;I want to participate;;;;;;;;;;;;;;;
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133380;data;"<id:	QUESTION_ID	14956	";"	IMAGE_ID	14956	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;Next
id;qspcdfsv9jck32kafjg94l3tgq;ip;81.56.101.153;time;1714133381;data;I want to participate;;;;;;;;;;;;;;;
id;qspcdfsv9jck32kafjg94l3tgq;ip;81.56.101.153;time;1714133393;data;5feca7cccbe069e3cf2ad284;26;male;native;Next;;;;;;;;;;;
id;phn1thv2elkgpdh8s4emdidaf3;ip;1.145.108.109;time;1714133396;data;Yes;;;;;;;;;;;;;;;
id;qda5udhrgphs05s4o1747k5e4n;ip;92.9.35.98;time;1714133401;data;5f4898f9fcf7320009e01c5a;25;male;native;Next;;;;;;;;;;;
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133407;data;"<id:	QUESTION_ID	14984	";"	IMAGE_ID	14984	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;3;1;3;1;2;Next
id;phn1thv2elkgpdh8s4emdidaf3;ip;1.145.108.109;time;1714133415;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;4;4;5;5;Next
id;g5ibvhu4oa5b44bloegmq4v87f;ip;2.122.227.127;time;1714133416;data;I want to participate;;;;;;;;;;;;;;;
id;qspcdfsv9jck32kafjg94l3tgq;ip;81.56.101.153;time;1714133416;data;Yes;;;;;;;;;;;;;;;
id;phn1thv2elkgpdh8s4emdidaf3;ip;1.145.108.109;time;1714133417;data;Next;;;;;;;;;;;;;;;
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133421;data;"<id:	QUESTION_ID	192714009	";"	IMAGE_ID	192714	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;yes;4;3;4;4;4;Next
id;r9bpk573btqqv4dp1b883qlcbc;ip;185.240.196.44;time;1714133428;data;Yes;;;;;;;;;;;;;;;
id;fmg6bmgl0ut1c0roravijdeiqj;ip;77.211.4.115;time;1714133430;data;I want to participate;;;;;;;;;;;;;;;
id;g5ibvhu4oa5b44bloegmq4v87f;ip;2.122.227.127;time;1714133432;data;65a70fc9aab4ea031901f421;19;female;native;Next;;;;;;;;;;;
id;qspcdfsv9jck32kafjg94l3tgq;ip;81.56.101.153;time;1714133442;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;4;0;0;5;4;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133444;data;"<id:	QUESTION_ID	131092	";"	IMAGE_ID	13110	";"	GT_ANSWER	large	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;5;4;4;2;3;Next
id;g5ibvhu4oa5b44bloegmq4v87f;ip;2.122.227.127;time;1714133445;data;Yes;;;;;;;;;;;;;;;
id;fmg6bmgl0ut1c0roravijdeiqj;ip;77.211.4.115;time;1714133445;data;5ee29028fb6eba3d81ebf0f9;26;female;native;Next;;;;;;;;;;;
id;phn1thv2elkgpdh8s4emdidaf3;ip;1.145.108.109;time;1714133445;data;"<id:	QUESTION_ID	131092	";"	IMAGE_ID	13110	";"	GT_ANSWER	large	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;5;2;3;2;2;Next
id;qspcdfsv9jck32kafjg94l3tgq;ip;81.56.101.153;time;1714133445;data;Next;;;;;;;;;;;;;;;
id;r9bpk573btqqv4dp1b883qlcbc;ip;185.240.196.44;time;1714133450;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;4;5;5;5;Next
id;qspcdfsv9jck32kafjg94l3tgq;ip;81.56.101.153;time;1714133466;data;"<id:	QUESTION_ID	547062001	";"	IMAGE_ID	547062	";"	GT_ANSWER	dog	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;yes;3;0;0;3;2;Next
id;g5ibvhu4oa5b44bloegmq4v87f;ip;2.122.227.127;time;1714133468;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;4;0;4;4;4;Next
id;g5ibvhu4oa5b44bloegmq4v87f;ip;2.122.227.127;time;1714133470;data;Next;;;;;;;;;;;;;;;
id;phn1thv2elkgpdh8s4emdidaf3;ip;1.145.108.109;time;1714133472;data;"<id:	QUESTION_ID	166	";"	IMAGE_ID	16	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;0;3;3;2;3;2;Next
id;7gumdeq943lm8es6ikbdu83ccc;ip;86.155.74.8;time;1714133478;data;I want to participate;;;;;;;;;;;;;;;
id;g5ibvhu4oa5b44bloegmq4v87f;ip;2.122.227.127;time;1714133484;data;"<id:	QUESTION_ID	203846000	";"	IMAGE_ID	203846	";"	GT_ANSWER	winter	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;no;1;1;1;1;1;Next
id;0r4hg1u65br3g92lln6r723hp4;ip;5.151.61.86;time;1714133486;data;"<id:	QUESTION_ID	14896	";"	IMAGE_ID	14896	";"	GT_ANSWER	0	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;5;3;4;3;3;Next
id;7gumdeq943lm8es6ikbdu83ccc;ip;86.155.74.8;time;1714133489;data;648383106e7c866c656b8469;56;female;native;Next;;;;;;;;;;;
id;kns4elg3kg6ebv67o7f06kmgms;ip;197.184.172.71;time;1714133490;data;I want to participate;;;;;;;;;;;;;;;
id;phn1thv2elkgpdh8s4emdidaf3;ip;1.145.108.109;time;1714133490;data;"<id:	QUESTION_ID	118069	";"	IMAGE_ID	11807	";"	GT_ANSWER	2	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;Next
id;c63ettgcdq25vdutkdm7h0io41;ip;79.148.14.238;time;1714133491;data;I want to participate;;;;;;;;;;;;;;;
id;fmg6bmgl0ut1c0roravijdeiqj;ip;77.211.4.115;time;1714133493;data;Yes;;;;;;;;;;;;;;;
id;cgtvd89psho0fo3hi2k9q7epjm;ip;80.233.51.74;time;1714133495;data;I want to participate;;;;;;;;;;;;;;;
id;qspcdfsv9jck32kafjg94l3tgq;ip;81.56.101.153;time;1714133502;data;"<id:	QUESTION_ID	14987	";"	IMAGE_ID	14987	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;0;5;0;4;4;Next
id;c63ettgcdq25vdutkdm7h0io41;ip;79.148.14.238;time;1714133508;data;6478e921f55f2eb44bc0bcf7;36;male;native;Next;;;;;;;;;;;
id;fmg6bmgl0ut1c0roravijdeiqj;ip;77.211.4.115;time;1714133511;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;4;5;5;5;Next
id;kns4elg3kg6ebv67o7f06kmgms;ip;197.184.172.71;time;1714133511;data;605a198cb247086bbe13d2d5;32;female;native;Next;;;;;;;;;;;
